1248538425822793728,2020-04-10 09:08:52,Amboise,fr,"#LeSaviezVous La statue représentant Léonard de Vinci en dieu-fleuve malabar 💪 est un cadeau de la république de San Marin à la ville de... Paris en 1935. Elle sera installée à #Amboise en 1976, face au château. #OnseVoitPlusTard #confinementjour25 #ValdeLoire https://t.co/IDdMrOBKN3"
1248653040254619648,2020-04-10 16:44:18,"Marseille, France",fr,"Déjà condamnée pour prise illégale d’intérêts pour un terrain municipal cédé à un partenaire de golf promoteur, Virginie Michel-Paulsen, maire de #Vaucresson, gère le #coronavirus depuis sa maison de campagne La classe... #confinementjour25 #COVIDー19  https://t.co/gKsGBfwZZ6"
1249232242901225477,2020-04-12 07:05:50,Paris • Berlin • Lyon • Marseille • Montréal,fr,"LA VIE CONNE ET FINE DE GUSTAVE F.   ""Le jour 25, Gustave tomba amoureux.""  https://t.co/DLaNrlguAp  #LaVieConneEtFineDeGustaveF #ConfinementJour25   #COVID19france #COVID2019   #Coronavirus  #LoveStory #MaeGeri #MadameBovary #Masques #Carrefour"
1248588558815965191,2020-04-10 12:28:04,,und,#confinementjour25 https://t.co/KywqxYwveS
1249353973217333248,2020-04-12 15:09:33,,fr,Cette patiente a fêté ces 100 ans 😱à l’hôpital de Béziers 🏥 ! Les infirmières ont décidé de lui faire une petite surprise ! 🇫🇷 (vidéo : infirmière ) #Paques #HappyEaster #Easter #PaquesALaMaison #confinementjour25 https://t.co/nuwnKd6tsV
1248698970819395584,2020-04-10 19:46:49,"Marseille, France",fr,"Si #Macron tombait son masque de premier communiant pour dire la vérité, il ne serait pas plus rassurant mais ça ferait un très bon méchant pour le prochain James Bond Une oeuvre confinée de @ValeriePecrasse #ConfinementJour25 #confinement #COVIDー19 #onnoublierapas #IlsPaieront https://t.co/1LDbjGHIEv"
1249326079510056960,2020-04-12 13:18:43,Japon 大宮 埼玉,fr,#confinementjour25 j'ai rencontré une fille sympa online et aujourd'hui elle a accepté de faire une cam sur Zoom. https://t.co/YfeCJRtBlq
1248548564566970371,2020-04-10 09:49:09,,fr,Confinement. Jour 25. #ConfinementJour25 #coronavirus #COVIDー19 #masques #DjangoUnchained #creustel https://t.co/Pzy2hv9wML
1249045776304607233,2020-04-11 18:44:53,cannes,fr,#confinementjour25 pour ce soir une petite vue depuis le Pic de L’ours lors d’un beau coucher de soleil bonne soirée #esterelcotedazur #CotedAzurFrance #FenetreSurLaCotedAzur @VisitCotedazur @CannesIsYours https://t.co/E5qyrlIQdt
1249038622742974467,2020-04-11 18:16:28,"Lille, France",fr,Les supermarchés proposent de nouveaux services pendant le confinement et c’est très bien. Voici ma suggestion : fournissez des plans de vos magasins sur vos sites internet pour qu’on puisse planifier les déplacements à l’intérieur. Gain de temps et sécurité. #confinementjour25
