1252842369436672000,2020-04-22 06:11:12,,fr,Bravo aux équipes. Merci à tout le monde pour avoir permis la réalisation de ce petit spot. Soutien à celles et ceux sur le terrain. #COVID19 #ConfinementJour36 https://t.co/YpwfR3jHdm
1252841552423968775,2020-04-22 06:07:57,Jamais très loin du Vieux Port,fr,Bonjour Twitter !C'est mercredi et c'est repartiiii pour une nouvelle journée de tournage en rond #ConfinementJour36 https://t.co/HApUFQX976
1252519535569182720,2020-04-21 08:48:22,,fr,"- tiens, @Nini_MacBright  fait ça sortie de la semaine - Eh beh, maintenant il marche plus il roule ... - il roule boule boule même - Aie aie aie, les poubelles des Martin - ...... - STRIIIIIIIIIIIIKE !!!! krkrkrkrkr #ConfinementJour36 #lescommères #CatsOfTwitter https://t.co/0kci0M1GkG"
1252636743230271489,2020-04-21 16:34:07,,fr,"#ConfinementJour36 : préparez-vous !  🍾 Ce soir, ça part en boîte... de sardines ! 🥫 Savez-vous comment la boîte de conserve a été inventée ?  À demain 🤓 #ChezJamy - Jour 36 https://t.co/b1AEn44l3z"
1252511279715139585,2020-04-21 08:15:34,,fr,"#ConfinementJour36 "" - C'est à moi que tu parles là ! Hein ! C'est à moi ! "" https://t.co/2zVc8uUFy3"
1252631016684097537,2020-04-21 16:11:21,France,fr,"🇫🇷 Consommation &amp; #coronavirus : jusqu'à 3h de queue en voiture en Seine-et-Marne après la réouverture du drive du McDo de Lieusaint-Moissy. L'annonce, tombée en plein #confinement, a généré d'importants bouchons. #McDonalds #ConfinementJour36 https://t.co/9NQrjHhIZr"
1252674322541445122,2020-04-21 19:03:26,"Paris, France",fr,"L’info qui rend optimiste. Au début de la pandémie #COVID19 chaque malade contaminait 3 personnes. Grâce au confinement ce taux est tombé à 0,5.  On ne lache rien mais on va gagner ! Of course ! #RestezChezVous  #ConfinementJour36"
1252548862302203904,2020-04-21 10:44:54,France,fr,"À défaut de pouvoir prendre nos proches dans nos bras, on peut toujours regarder ce singe enlacer son ami chat 🤗  #TousSensibles 🐒😺 #ConfinementJour36 https://t.co/NaoEB0Bo9w"
1252583548030259203,2020-04-21 13:02:44,Qui donc a fait pleurer les saules riverains?,fr,"😱🤨  Blanquer a un niveau d'argumentation proche de zéro qu'il est obligé de sortir des phrases dégueulasses comme « Il n'y a pas que le covid-19 qui fait des morts [...], je pense à la mauvaise alimentation » pour se justifier.  #Blanquer #ConfinementJour36 #ToujoursProfs https://t.co/Qbv72iaE2Z"
1252601998375092226,2020-04-21 14:16:03,Monde,fr,⚠️ LREM ET RN MAIN DANS LA MAIN CONTRE LES ROMS  Un amendement a été proposé le 16 avril par les groupes européens @GUENGL et @GreensEFA.   Il visait à protéger les communautés roms du racisme et à les aider face au #COVID19. 🏥  LREM et RN ont voté contre ! #ConfinementJour36 https://t.co/v68CFniiJ1
1252758273696174084,2020-04-22 00:37:02,Suisse,fr,#VilleuneuveLaGarenne  Même le Quartier Bernard de Jussieu #Versailles rejoint la danse pyrotechnique Royale en plein #confinement en #France  Bientôt des #Emeutes généralisées #ConfinementJour36 du #coronavirus #COVIDー19 https://t.co/Jy7F0oHkf0
1252756754343038976,2020-04-22 00:30:59,Suisse,fr,#VilleuneuveLaGarenne  Pluie de Verres et de vaisselle sur la #Police en provenance des appartements  Hostilité des Habitants dans cet immeuble #confinement en #France  Situation sécuritaire proche du Chaos avec #Macron  #ConfinementJour36 3ème 🌃 #Emeutes https://t.co/cjkr6cBmRs
1252498806249345024,2020-04-21 07:26:00,Paris,fr,"[ #Masques ] Le gouvernement a changé de stratégie : noyer les Français sous un déluge de chiffres d’importations depuis la Chine aussi mirifiques qu’incohérents, comme l’a montré dimanche la conférence de presse du premier ministre. https://t.co/4gOu8KhTx2 #ConfinementJour36"
1252529620206960640,2020-04-21 09:28:26,"Paris, France",fr,Les experts en #ViolencesPolicieres peuvent-ils nous expliquer en quoi attaquer les rares moyens de transport des travailleurs des quartiers est un acte de résistance ? #COVIDー19 #ConfinementJour36 #VilleneuveLaGarenne https://t.co/X2GfRLMLiB
1252841552423968775,2020-04-22 06:07:57,Jamais très loin du Vieux Port,fr,Bonjour Twitter !C'est mercredi et c'est repartiiii pour une nouvelle journée de tournage en rond #ConfinementJour36 https://t.co/HApUFQX976
1252593272582701060,2020-04-21 13:41:22,"Lorraine, France",fr,"#ConfinementJour36  L'on a coutume de dire que quand le chat n'est pas là,  les souris dansent. Dommage collatéral de la #Pandemie de ce satané #COVID19 : quand papa n'est pas là,  les musaraignes bronzent. A moins que le chat... #Cat  #sunbathing  #bronzette https://t.co/HSt4Lil8u1"
1252841504516657153,2020-04-22 06:07:46,"Lorraine, France",fr,#COVID19 #loi Le juge des référés vient de suspendre l’arrêté jugé liberticide du @Prefet88 par la Ligue des Droits de l'Homme et ATTAC 88 qui ont déposé un recours contre l'arrêté interdisant les rassemblements statiques à l'occasion des sorties quotidiennes. #ConfinementJour36 https://t.co/jbHh2grfJ1
1252840648903782401,2020-04-22 06:04:22,Guadeloupe,fr,#confinementjour36 : il est 2h du matin et je viens d’avoir une discussion d’au moins une demi-heure avec moi-même voilà voilà
1252670323591438342,2020-04-21 18:47:33,France,fr,"🇫🇷 Pandémie de #coronavirus : le gouvernement francais travaille sur une réouverture des bars, cafés et restaurants le 15 juin. Cette date serait ""la piste privilégiée"" selon @YOANNUSAI. (CNEWS) #COVIDー19 #ConfinementJour36"
1252548862302203904,2020-04-21 10:44:54,France,fr,"À défaut de pouvoir prendre nos proches dans nos bras, on peut toujours regarder ce singe enlacer son ami chat 🤗  #TousSensibles 🐒😺 #ConfinementJour36 https://t.co/NaoEB0Bo9w"
1252503352245653504,2020-04-21 07:44:04,,fr,"En persan,au lieu de dire «tu me manques» ou quelque chose «me manque» on dit «mon ventre se serre pour toi», alors si votre ventre se serre quand vous pensez à quelqu’un ou un café, bar, cinéma, parc...Sachez que c’est une réaction normale #ConfinementJour36"
1252560234637336576,2020-04-21 11:30:06,Yerres,fr,"Pendant que les voyous provoquent des émeutes en toute impunité, @NBelloubet libère 10.000 détenus.  Pendant que les honnêtes gens font des efforts pour respecter le confinement, le Gouvernement met des amendes et veut les tracer !  Stop au 2 poids 2 mesures !  #ConfinementJour36 https://t.co/LJSMSwCyGo"
1252631016684097537,2020-04-21 16:11:21,France,fr,"🇫🇷 Consommation &amp; #coronavirus : jusqu'à 3h de queue en voiture en Seine-et-Marne après la réouverture du drive du McDo de Lieusaint-Moissy. L'annonce, tombée en plein #confinement, a généré d'importants bouchons. #McDonalds #ConfinementJour36 https://t.co/9NQrjHhIZr"
1252546871781982208,2020-04-21 10:37:00,France,fr,"🇫🇷 ALERTE INFO - Il ""sera possible"" de ne pas aller en cours si les parents refusent d'envoyer leur enfant à l'école à partir du #11mai, mais ""il faudra être en mesure d'assurer l'enseignement à distance"" annonce #Blanquer. (Ass. nat.) #COVIDー19 #ecoles #ConfinementJour36"
1252756754343038976,2020-04-22 00:30:59,Suisse,fr,#VilleuneuveLaGarenne  Pluie de Verres et de vaisselle sur la #Police en provenance des appartements  Hostilité des Habitants dans cet immeuble #confinement en #France  Situation sécuritaire proche du Chaos avec #Macron  #ConfinementJour36 3ème 🌃 #Emeutes https://t.co/cjkr6cBmRs
1252745176298196992,2020-04-21 23:44:59,Suisse,fr,Après #VilleuneuveLaGarenne  Les #Emeutes se généralisent en #France Ici Quartier Fontaine d'Ouche à #Dijon en plein #confinement lié #COVIDー19  #ConfinementJour36  https://t.co/VPB33XNHu7
1252840780370042882,2020-04-22 06:04:53,Haute garonne,fr,Je pose ça ici .... #ConfinementJour36 #indien #gay https://t.co/rjioCqfvss
1252670323591438342,2020-04-21 18:47:33,France,fr,"🇫🇷 Pandémie de #coronavirus : le gouvernement francais travaille sur une réouverture des bars, cafés et restaurants le 15 juin. Cette date serait ""la piste privilégiée"" selon @YOANNUSAI. (CNEWS) #COVIDー19 #ConfinementJour36"
1252840648903782401,2020-04-22 06:04:22,Guadeloupe,fr,#confinementjour36 : il est 2h du matin et je viens d’avoir une discussion d’au moins une demi-heure avec moi-même voilà voilà
1252840646261366791,2020-04-22 06:04:21,"Villeurbanne, France",fr,"J’ai enfin un jour de congés depuis le début du confinement je voulais me reposer et je trouve le moyen de tomber de mon lit dans mon sommeil et m’éclater la tronche contre ma table de nuit, il va être sympa ce jour de congés 🤷🏼‍♀️ #ConfinementJour36"
1252649726064951296,2020-04-21 17:25:42,Yerres,fr,"Enfin les médias français évoquent le laboratoire P4 de Wuhan, véritable ""bombe atomique bactériologique"" vendue par la France à la Chine ! Il est temps que la France retrouve une politique indépendante et mette la Chine devant ses responsabilités. #ConfinementJour36 https://t.co/c0ySYssNJy"
1252539825925746694,2020-04-21 10:09:00,"Paris, France",fr,"#ConfinementJour36 : s'ils ont réussi à tenir aussi longtemps, on devrait pouvoir surmonter le #confinement. 😅 #Archives https://t.co/hkdUB5PKnd"
1252546871781982208,2020-04-21 10:37:00,France,fr,"🇫🇷 ALERTE INFO - Il ""sera possible"" de ne pas aller en cours si les parents refusent d'envoyer leur enfant à l'école à partir du #11mai, mais ""il faudra être en mesure d'assurer l'enseignement à distance"" annonce #Blanquer. (Ass. nat.) #COVIDー19 #ecoles #ConfinementJour36"
