1250138550928056320,2020-04-14 19:07:11,,fr,"🚨#GoalChallenge ⚽️🚨 J29 @AJA   Un jour, un but 🎥  En ce 29ème jour de confinement, voici 2 buts : le premier peut être qualifié de très opportuniste ; le deuxième réalisé avec un joli bon vieux pointu 😉  #ConfinementJour29 #RestezChezVous #LhommeAuxBandelettes https://t.co/S5rraxAcFd"
1250138550928056320,2020-04-14 19:07:11,,fr,"🚨#GoalChallenge ⚽️🚨 J29 @AJA   Un jour, un but 🎥  En ce 29ème jour de confinement, voici 2 buts : le premier peut être qualifié de très opportuniste ; le deuxième réalisé avec un joli bon vieux pointu 😉  #ConfinementJour29 #RestezChezVous #LhommeAuxBandelettes https://t.co/S5rraxAcFd"
1250132626301739016,2020-04-14 18:43:39,,fr,"Hier Emmanuel #Macron a annoncé la réouverture progressive des #écoles à partir du #11mai2020, tout l'inverse que ce que préconisent les chercheurs de l'INSERM  ""Les écoles DOIVENT rester fermées jusqu'à l'été""  #confinementjour29 #DeuxiemeVague #COVID19  https://t.co/nWFwPPWALH"
1250037987162951681,2020-04-14 12:27:35,,fr,"🚨En ce #confinementjour29, je me suis intéressé aux analyses d’un éditorialiste politique de BFMtv Alain Duhamel après intervention tv ou discours présidentiels.  Vous en pensez quoi ? ⬇️⬇️⬇️ https://t.co/hCdSKQjpn8"
1250121208974237696,2020-04-14 17:58:17,"Marseille, France",fr,"""La propagande, est le contraire de l’artillerie. Plus elle est lourde et moins elle porte."" Jean Giraudoux Là, elle est tellement lourde qu'elle n'arrive plus à porter son poids... #COVID19 #Macron #11mai #BFMTV #11mai2020 #confinementjour29 #PlusJamaisÇa https://t.co/EHMAzTaDWN"
1250016798541516800,2020-04-14 11:03:23,,fr,🔴🇨🇳 - Manifestation à #Wuhan dans la province d'#Hubei ou l'épidémie de #COVID19 a démarrée. Des commerçants demandent au gouvernement une réduction de leur loyer pour pouvoir survivre à la situation liée a l'épidémie. #China #COVID2019 #confinementjour29 https://t.co/7ViaaXgsBJ
1250126935759425538,2020-04-14 18:21:02,"Marseille, France",fr,Accroche toi bien et écoute. Faut-il remettre les enfants à l'école le 11 mai ? Qlq'un peut lui expliquer ce qui se passe ?? #COVID19 #Macron #coronavirus #confinementjour29 https://t.co/ZThKQ4JIgh
1250060578678325248,2020-04-14 13:57:21,MySoul,fr,"Dernière chance pr les hallucinés du #progressisme... regardez, écoutez méditez bien ! Après ça choisissez votre camp. Vs n’aurez plus d’excuses ! #macron #UE #Oligarchie #Finance OU #Souveraineté #Liberté #Peuples #Nations #COVID19  #confinementjour29    https://t.co/HlD6gkFqxX"
1250060578678325248,2020-04-14 13:57:21,MySoul,fr,"Dernière chance pr les hallucinés du #progressisme... regardez, écoutez méditez bien ! Après ça choisissez votre camp. Vs n’aurez plus d’excuses ! #macron #UE #Oligarchie #Finance OU #Souveraineté #Liberté #Peuples #Nations #COVID19  #confinementjour29    https://t.co/HlD6gkFqxX"
1250039746820268033,2020-04-14 12:34:34,Paris,fr,"« Nos enfants et nos plus jeunes sont celles et ceux qui propagent le plus rapidement le virus, même si les enfants n'ont parfois pas de symptômes » - Emmanuel Macron, 12 mars 2020  #confinementjour29 #11mai2020 #Blanquer  ▶️ Source : https://t.co/EISQFTCZ5V par @LeHuffPost https://t.co/kjfAC4O0HD"
1250043844290363394,2020-04-14 12:50:51,Où souffle un vent de liberté,fr,"Apres la mobilisation des réfugiés pour l'agriculture, on passe aux expériences de #Deconfinement avant le 11 mai ! ...  #ChairAVirus  #confinementjour29 https://t.co/6nlOPERwMH"
1250132626301739016,2020-04-14 18:43:39,,fr,"Hier Emmanuel #Macron a annoncé la réouverture progressive des #écoles à partir du #11mai2020, tout l'inverse que ce que préconisent les chercheurs de l'INSERM  ""Les écoles DOIVENT rester fermées jusqu'à l'été""  #confinementjour29 #DeuxiemeVague #COVID19  https://t.co/nWFwPPWALH"
1250061957551579139,2020-04-14 14:02:50,France,fr,"Réouvrir les crèches et les écoles le 11 mai : une folie et un mensonge !  Retrouvez le communiqué de Marc Chapuis, Délégué national @DLF_Officiel à l’instruction publique 👇  #ConfinementJour29 #Blanquer   https://t.co/XUaJvUHNgf"
1250111201213808640,2020-04-14 17:18:30,France,fr,".@BenjaminCauchy appelle les parlementaires et élus à contribuer à la solidarité nationale ! Pas des mots, des actes !  #ConfinementJour29 #Covid19 https://t.co/f3INXC8FX1"
1250105443504001029,2020-04-14 16:55:38,Yerres,fr,"Avec @DLF_Officiel, nous proposons aussi d'affecter 100% des frais de mandat et de représentation des ministres, parlementaires, présidents de régions et départements, maires de grandes villes... à l'achat de matériels pour nos soignants et nos EHPAD !  #confinementjour29"
1249950104271945730,2020-04-14 06:38:22,,fr,"Grâce à la baisse de pollution, on pouvait voir le générique d'ouverture de Star Wars au dessus de Paris cette nuit !!! #ConfinementJour29 https://t.co/hFfnlHbJwy"
1250067060912263170,2020-04-14 14:23:07,"Loire, Rhône-Alpes",fr,"#confinementjour29 @LoirePresse exemplaire, aux côtés de @auvergnerhalpes sur tous les fronts. 136000 masques distribués d'ici fin de semaine, dépistages au laboratoire vétérinaire de Montbrison et https://t.co/RSVoqATa2w déjà 500 inscrits. @DinoCinieri @JPIerre_Taite @MCamille_R https://t.co/lzlruY2rNd"
1250725622592221187,2020-04-16 10:00:00,,fr,"🙏 @glegras a un mot à vous dire, prononcé par beaucoup d'entre nous depuis le début de la pandémie : merci.   🔗 https://t.co/zplGK4wsJY #ConfinementJour29 #Covid—19 #Coronavirus https://t.co/KZ7MYri6eR"
1250067060912263170,2020-04-14 14:23:07,"Loire, Rhône-Alpes",fr,"#confinementjour29 @LoirePresse exemplaire, aux côtés de @auvergnerhalpes sur tous les fronts. 136000 masques distribués d'ici fin de semaine, dépistages au laboratoire vétérinaire de Montbrison et https://t.co/RSVoqATa2w déjà 500 inscrits. @DinoCinieri @JPIerre_Taite @MCamille_R https://t.co/lzlruY2rNd"
1250067060912263170,2020-04-14 14:23:07,"Loire, Rhône-Alpes",fr,"#confinementjour29 @LoirePresse exemplaire, aux côtés de @auvergnerhalpes sur tous les fronts. 136000 masques distribués d'ici fin de semaine, dépistages au laboratoire vétérinaire de Montbrison et https://t.co/RSVoqATa2w déjà 500 inscrits. @DinoCinieri @JPIerre_Taite @MCamille_R https://t.co/lzlruY2rNd"
1250338498441183233,2020-04-15 08:21:42,LA CIOTAT (13) - France,fr,#Pollution : recrudescence des dépôts sauvages dans le @ParcCalanques entre #Marseille et #LaCiotat  ⤵️ https://t.co/eQfptCsOu5 #environnement #Coronavirus #confinementjour29 https://t.co/q4axLTggqt
1250067060912263170,2020-04-14 14:23:07,"Loire, Rhône-Alpes",fr,"#confinementjour29 @LoirePresse exemplaire, aux côtés de @auvergnerhalpes sur tous les fronts. 136000 masques distribués d'ici fin de semaine, dépistages au laboratoire vétérinaire de Montbrison et https://t.co/RSVoqATa2w déjà 500 inscrits. @DinoCinieri @JPIerre_Taite @MCamille_R https://t.co/lzlruY2rNd"
1250067060912263170,2020-04-14 14:23:07,"Loire, Rhône-Alpes",fr,"#confinementjour29 @LoirePresse exemplaire, aux côtés de @auvergnerhalpes sur tous les fronts. 136000 masques distribués d'ici fin de semaine, dépistages au laboratoire vétérinaire de Montbrison et https://t.co/RSVoqATa2w déjà 500 inscrits. @DinoCinieri @JPIerre_Taite @MCamille_R https://t.co/lzlruY2rNd"
1250039746820268033,2020-04-14 12:34:34,Paris,fr,"« Nos enfants et nos plus jeunes sont celles et ceux qui propagent le plus rapidement le virus, même si les enfants n'ont parfois pas de symptômes » - Emmanuel Macron, 12 mars 2020  #confinementjour29 #11mai2020 #Blanquer  ▶️ Source : https://t.co/EISQFTCZ5V par @LeHuffPost https://t.co/kjfAC4O0HD"
